STT,doi/PMID,Abstract/Introduction,Journal type,experiment,model,relation ,display_relation,x_name ,x_type ,y_name,y_type,note,expert opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Abstract,original article,in vivo,human,disease_disease,,Niemann-Pick type C,disease,Neonatal cholestasis,disease,Bệnh NPC gây ra chứng ứ mật ở trẻ sơ sinh,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,metabolic disorders,phenotype,NPC là một loại rối loạn chuyển hóa,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,"Abstract, Introduction",original article,in vivo,human,disease_disease,,Niemann-Pick type C,disease,lysosomal storage disease,disease,NPC thuộc nhóm bệnh rối loạn dự trữ lysosome,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,"Abstract, Introduction",original article,in vivo,human,disease_protein,biomarker,Niemann-Pick type C,disease,chitotriosidase activity,protein/gene,Enzyme/protein này là dấu ấn sinh học của NPC,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,"Abstract, Introduction",original article,in vivo,human,disease_protein,biomarker,Niemann-Pick type C,disease,7-ketocholesterol,protein/gene,Enzyme/protein này là dấu ấn sinh học của NPC,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_protein,,sphingolipidoses,disease,7-ketocholesterol,protein/gene,Enzyme này cũng tăng cao trong các bệnh sphingolipidoses khác,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_protein,,sphingolipidoses,disease,chitotriosidase activity,protein/gene,Enzyme này cũng tăng cao trong các bệnh sphingolipidoses khác,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,"Abstract, Introduction",original article,in vivo,human,disease_protein,mutation,NPC1,protein/gene,Niemann-Pick type C,disease,Đột biến gen gây bệnh,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,"Abstract, Introduction",original article,in vivo,human,disease_protein,mutation,NPC2,protein/gene,Niemann-Pick type C,disease,Đột biến gen gây bệnh,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,organomegaly,phenotype,Bệnh có biểu hiện phì đại cơ quan nội tạng,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,visceral enlargement,phenotype,Bệnh biểu hiện phì đại nội tạng ở trẻ sơ sinh,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,sphingolipids accumulate,phenotype,Bệnh gây tích tụ các sphingolipid,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,visceral symptoms,phenotype,Triệu chứng của bệnh bao gồm các biểu hiện nội tạng,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,neurological symptoms,phenotype,Triệu chứng của bệnh bao gồm các biểu hiện thần kinh,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,psychiatric symptoms,phenotype,Triệu chứng của bệnh bao gồm các biểu hiện tâm thần,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,hepatomegaly,phenotype,Bệnh biểu hiện gan to,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C,disease,spleen enlargement,phenotype,Bệnh biểu hiện lách to,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,disease_phenotype_positive,,neonatal cholestasis,phenotype,biliary atresia,disease,Teo đường mật (biliary atresia) gây ra biểu hiện ứ mật,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,phenotype_protein,,neonatal cholestasis,phenotype,citrin deficiency,protein/gene,Thiếu hụt/đột biến protein citrin gây ra ứ mật,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,phenotype_phenotype,,infections,phenotype,neonatal cholestasis,phenotype,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,phenotype_phenotype,,metabolic disorders,phenotype,neonatal cholestasis,phenotype,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,34303826,Introduction,original article,in vivo,human,phenotype_phenotype,,biliary atresia,phenotype,neonatal cholestasis,phenotype,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,40139174,,original article,,,,,,,,,,LẠC ĐỀ-- BỎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,LẠC ĐỀ-- BỎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,LẠC ĐỀ-- BỎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line,disease_disease,,neurodegenerative disorder,disease,Niemann-Pick Disease Type C,disease,"Bệnh này được phân loại là một dạng rối loạn thoái hóa thần kinh. Trích dẫn: ""NPCD is a rare neurodegenerative disorder""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line,disease_protein,mutation,Niemann-Pick Disease Type C,disease,NPC1,protein/gene,"Quan hệ bệnh - gen. Trích dẫn: ""NPCD is a rare neurodegenerative... caused by mutations in the lysosomal protein NPC1""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line, bioprocess_protein,,cholesterol export,biological_process,NPC1,protein/gene,"Protein này tham gia vào quá trình xuất khẩu cholesterol. Trích dẫn: ""NPC1... which is implicated in cholesterol export""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,mitochondrial insufficiency,phenotype,"Suy giảm chức năng ty thể là một đặc điểm bệnh lý của NPCD. Trích dẫn: ""Mitochondrial insuffi-ciency forms a significant feature of the pathology of...""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line,cellcomp_bioprocess,,mitochondria,cellular_component,cholesterol overloaded,biological_process,"Cholesterol tích tụ quá mức (overload) bên trong ty thể. Trích dẫn: ""mitochondria become overloaded with cholesterol""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line, bioprocess_protein,,targets—translocator protein,protein/gene,cholesterol transport,biological_process,"Protein này liên quan đến việc vận chuyển cholesterol. Trích dẫn: ""TSPO... implicated in cholesterol transport to mitochondria""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line, bioprocess_protein,,steroidogenic acute regulatory protein D1,protein/gene,cholesterol transport,biological_process,"Protein này liên quan đến việc vận chuyển cholesterol. Trích dẫn: ""StARD1... implicated in cholesterol transport to mitochondria""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line,drug_protein,target,miglustat,drug,glucocerbrosi-dase 2,protein/gene,"GBA2 là mục tiêu của thuốc miglustat. Trích dẫn: ""..GBA2, the target of miglustat.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line,indication,,miglustat,drug,Niemann-Pick Disease Type C,disease,"Miglustat là thuốc điều trị duy nhất được phê duyệt cho NPCD. Trích dẫn: ""..miglustat, which is currently the only approved treatment for NPCD.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,38302739,Abstract,original article,in vitro,cell line,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,increased membrane contact sites,phenotype,"Bệnh liên kết với hiện tượng tăng các điểm tiếp xúc màng. Trích dẫn: ""membrane contact sites (MCSs) ... increase in NPCD""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34526163,"Abstract, Introduction",case report,in vivo,human,disease_disease,,lysosomal storage disorder,disease,Niemann-Pick Disease Type C,disease,"Bệnh NPC được định nghĩa là một dạng rối loạn dự trữ lysosome. Trích dẫn: ""Niemann-Pick disease type C, is a rare lysosomal storage disorder""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34526163,Abstract,case report,in vivo,human,disease_phenotype_positive,,movement disorders,phenotype,Niemann-Pick Disease Type C,disease,"Bệnh NPC biểu hiện các rối loạn vận động. Trích dẫn: ""..NPC cases presenting with a range of movement disorders..""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34526163,Abstract,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,vertical supranuclear gaze palsy,phenotype,"Bệnh NPC biểu hiện triệu chứng liệt vận nhãn tiến triển. Trích dẫn: ""..in adult/adolescent patients presenting with vertical supranuclear gaze palsy (VSGP)""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34526163,Introduction,case report,in vivo,human,disease_protein,mutation,Niemann-Pick Disease Type C,disease,NPC1,protein/gene,"Gen NPC1 có đột biến gây ra bệnh NPC. Trích dẫn: ""NPC is a rare autosomal recessive ..with pathogenic mutations in either the NPC1..""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34526163,Introduction,case report,in vivo,human,disease_protein,mutation,Niemann-Pick Disease Type C,disease,NPC2,protein/gene,"Gen NPC2 có đột biến gây ra bệnh NPC. Trích dẫn:  ""NPC is a rare autosomal recessive ..with pathogenic mutations in either.. the NPC2..""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34526163,Introduction,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,acute liver failure,phenotype,"Bệnh có thể biểu hiện bằng suy gan cấp tính. Trích dẫn: ""presentation with rapidly progressive acute liver ... failure""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34526163,Introduction,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,respiratory failure,phenotype,"Bệnh có thể biểu hiện bằng suy hô hấp. Trích dẫn: ""presentation with rapidly progressive acute ... respiratory failure""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34526163,Introduction,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,neurodegenerative form,phenotype,"Bệnh NPC phát khởi ở người lớn là một dạng thoái hóa thần kinh. Trích dẫn: ""adult-onset chronic progressive neurodegenerative form""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Abstract,case report,in vivo,human,disease_phenotype_positive,,lysosomal disorder,phenotype,Niemann-Pick Disease Type C,disease,"NPC được xác định là một loại rối loạn lysosomal. Trích dẫn: ""Niemann-Pick type C is a rare.. treatable lysosomal disorder..""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Abstract,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,cognitive impairment,phenotype,"Suy giảm nhận thức là một biểu hiện lâm sàng của NPC. Trích dẫn: ""NPC..clinical presentations including cognitive impairment..""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Abstract,case report,in vivo,human,disease_phenotype_positive,,movement disorders,phenotype,Niemann-Pick Disease Type C,disease,"Bệnh nhân NPC có biểu hiện rối loạn vận động. Trích dẫn: ""clinical presentations including... movement disorders""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,"Abstract, Introduction",case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,vertical gaze palsy,phenotype,"Liệt liếc dọc là dấu hiệu chẩn đoán quan trọng cho NPC. Trích dẫn: ""NPC... clinical presentations including... vertical gaze palsy (VGP).""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,"Abstract, Introduction",case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,backward leaning during gait,phenotype,"Ngả người ra sau khi đi bộ là dấu hiệu lâm sàng mới của NPC. Trích dẫn: ""..highlight backward leaning during gait as a relevant clinical sign..of.. NPC.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,disease_disease,,Niemann-Pick Disease Type C,disease,genetic condition,disease,"NPC được định nghĩa là một bệnh di truyền. Trích dẫn: ""Niemann-Pick type C is a genetic condition""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,ataxia,phenotype,"Thất điều là một kiểu hình liên quan đến NPC. Trích dẫn: ""Associated movement disorders include a classic ataxic phenotype..""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,myoclonus,phenotype,"Bệnh liên kết với biểu hiện giật cơ. Trích dẫn: ""ataxic phenotype with or without myoclonus""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,dystonia presentations,phenotype,"Loạn trương lực cơ xảy ra ở phần lớn bệnh nhân NPC. Trích dẫn: ""..dystonia, which occurs in up to 70% of patients..""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,chorea,phenotype,"Bệnh liên kết với biểu hiện múa giật (chorea). Trích dẫn: ""Associated movement disorders include... chorea""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,phenotype_phenotype,,movement disorders,phenotype,ataxia,phenotype,"Rối loạn vận động bao gồm kiểu hình thất điều. Trích dẫn: ""Associated movement disorders include a classic ataxic phenotype""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,phenotype_phenotype,,movement disorders,phenotype,myoclonus,phenotype,"Rối loạn vận động bao gồm giật cơ (myoclonus). Trích dẫn: ""Associated movement disorders include ... myoclonus""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,phenotype_phenotype,,movement disorders,phenotype,dystonia presentations,phenotype,"Rối loạn vận động bao gồm biểu hiện loạn trương lực cơ. Trích dẫn: ""Associated movement disorders include ... primarily dystonic presentations""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,phenotype_phenotype,,movement disorders,phenotype,chorea,phenotype,"Rối loạn vận động bao gồm múa giật (chorea). Trích dẫn: ""Associated movement disorders include ... chorea""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,35853348,Introduction,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,cognitive decline,phenotype,"Bệnh liên kết với sự suy giảm nhận thức. Trích dẫn: ""Additional features, such as the presence of cognitive decline""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,37612148,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,recessive disorder of cholesterol trafficking,phenotype,"""Niemann-Pick type C disease (NPC), a recessive disorder of cholesterol trafficking that results in accumulation of cholesterol and gangliosides in lysosomes, particularly in neurons.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,37612148,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,accumulation of cholesterol in lysosomes,phenotype,"""Niemann-Pick type C disease (NPC), a recessive disorder of cholesterol trafficking that results in accumulation of cholesterol and gangliosides in lysosomes, particularly in neurons.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,37612148,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,accumulation of gangliosides in lysosomes,phenotype,"""Niemann-Pick type C disease (NPC), a recessive disorder of cholesterol trafficking that results in accumulation of cholesterol and gangliosides in lysosomes, particularly in neurons.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,37612148,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,grey matter loss in the thalami,phenotype,"""One of the most significant regions of grey matter loss occurs in the thalami, which abut the midline.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,37612148,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,missing adhesio interthalamica,phenotype,"""We found that 5/9 NPC patients and 0/9 controls had a missing AI.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,37612148,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,shorter adhesio interthalamica length,phenotype,"""AI length was significantly shorter in the patient group.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,37612148,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,early neurodevelopmental disturbance,phenotype,"""Our findings suggest that adult NPC patients show some markers of early neurodevelopmental disturbance, matching findings seen in psychotic disorders.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,37612148,Abstract,original article,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,atrophy over time in these structures,phenotype,"""The relationship with duration of illness suggests that there may be atrophy over time in these structures, consistent with prior analyses of grey matter regions in NPC.""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,"Abstract, Introduction",case report,in vivo,human,indication,,miglustat,drug,Niemann-Pick Disease Type C,disease,"Thuốc Miglustat được sử dụng như một liệu pháp dược lý để điều trị bệnh NPC. Trích dẫn: ""using miglustat as pharmacological therapy""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,"Abstract, Introduction",case report,in vivo,human,drug_effect,,miglustat,drug,weight loss ,phenotype,"Bệnh nhân bị sụt cân sau khi sử dụng thuốc miglustat. Trích dẫn: ""weight loss ... after using miglustat""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,"Abstract, Introduction",case report,in vivo,human,drug_effect,,miglustat,drug,gastrointestinal alterations,phenotype,"Việc sử dụng thuốc Miglustat dẫn đến các tác dụng phụ về tiêu hóa. Trích dẫn: ""gastrointestinal alterations after using miglustat""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,"Abstract, Introduction",case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,weight loss ,phenotype,"Bệnh nhân bị sụt cân sau khi sử dụng thuốc miglustat. Trích dẫn: ""weight loss ... after using miglustat""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,"Abstract, Introduction",case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick Disease Type C,disease,gastrointestinal alterations,phenotype,"Việc sử dụng thuốc Miglustat dẫn đến các tác dụng phụ về tiêu hóa. Trích dẫn: ""gastrointestinal alterations after using miglustat""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,Abstract,case report,in vivo,human,indication,,nutritional prescription,drug,Niemann-Pick Disease Type C,disease,"Chế độ dinh dưỡng (bao gồm thực phẩm bổ sung) hỗ trợ điều trị và quản lý bệnh. Trích dẫn: ""nutritional prescription aided in the treatment of NPC""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,Introduction,case report,in vivo,human,disease_disease,,Niemann-Pick Disease Type C,disease,genetic disorder,disease,"NPC được phân loại là một dạng rối loạn di truyền hiếm gặp. Trích dẫn: ""Niemann Pick type C disease (NPC) is a rare genetic disorder""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,Introduction,case report,in vivo,human,disease_protein,,Niemann-Pick Disease Type C,disease,glycolipid transporter,protein/gene,"Bệnh NPC gây ra bởi đột biến ở protein vận chuyển glycolipid. Trích dẫn: ""NPC is caused by a mutation in a glycolipid transporter""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,Introduction,case report,in vivo,human,bioprocess_protein,,glycolipid transporter,protein/gene,intracellular mobilization of water-insoluble molecules,biological_process,"Protein vận chuyển này thực hiện quá trình huy động các phân tử không tan nội bào. Trích dẫn: ""glycolipid transporter, which executes intracellular mobilization of water-insoluble molecules""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,Introduction,case report,in vivo,human,bioprocess_protein,,glycolipid transporter,protein/gene,lipids’ trafficking,biological_process,"Protein này tham gia vào quá trình vận chuyển lipid (bị suy giảm do protein không ổn định). Trích dẫn: ""transporter is unstable, which leads to lipids’ trafficking impairment""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,Introduction,case report,in vivo,human,exposure_cellcomp,,cholesterol,exposure,lysosomes,cellular_component,"Cholesterol (dạng không ester hóa) bị tích tụ bên trong lysosome. Trích dẫn: ""cholesterol accumulates within lysosomes""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,34879185,Introduction,case report,in vivo,human,bioprocess_cellcompt,,cholesterol,chemical,lysosomes,cellular_component,"Cholesterol (dạng không ester hóa) bị tích tụ bên trong lysosome. Trích dẫn: ""cholesterol accumulates within lysosomes""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,"Abstract, Introduction",case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C disease,disease,autosomal recessive lysosomal disorder,phenotype,"Bệnh NPC được định nghĩa là một rối loạn lysosome lặn trên nhiễm sắc thể thường. Trích dẫn: ""Niemann-Pick type C disease is a rare autosomal recessive lysosomal disorder""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,"Abstract, Introduction",case report,in vivo,human,exposure_cellcomp,,accumulation of lipids,phenotype,cellular organelles,cellular_component,"Bệnh dẫn đến sự tích tụ lipid trong các bào quan. Trích dẫn: ""leads to the accumulation of lipids in cellular organelles""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Abstract,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C disease,disease,acute liver failure,phenotype,"NPC có thể biểu hiện bằng suy gan cấp. Trích dẫn: ""may present in acute liver failure""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Abstract,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C disease,disease,cholestatic,phenotype,"Trẻ bị ảnh hưởng thường có triệu chứng ứ mật. Trích dẫn: ""Affected infants are often cholestatic""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,"Abstract, Introduction",case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C disease,disease,hepatosplenomegaly,phenotype,"NPC dẫn đến gan lách to. Trích dẫn: ""with hepatosplenomegaly""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Abstract,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C disease,disease,developmental delay,phenotype,"NPC gây ra chậm phát triển. Trích dẫn: ""developmental delay""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Abstract,case report,in vivo,human,disease_phenotype_positive,,Niemann-Pick type C disease,disease,multisystem organ failure,phenotype,"Bệnh nhân NPC trong ca báo cáo bị suy đa tạng. Trích dẫn: ""infant with multisystem organ failure, and known Niemann-Pick C disease"".",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Introduction,case report,in vivo,human,disease_protein,mutation,Niemann-Pick type C disease,disease,NPC1,protein/gene,"NPC gây ra bởi đột biến gen NPC1. Trích dẫn: ""caused by a mutation in the NPC1""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Introduction,case report,in vivo,human,disease_protein,mutation,Niemann-Pick type C disease,disease,NPC2,protein/gene,"Một phần nhỏ các trường hợp NPC do đột biến gen NPC2. Trích dẫn: ""the remainder NPC2""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Introduction,case report,in vivo,human, bioprocess_protein,,transbilayer transport of some hydrophobic molecules,biological_process,NPC1,protein/gene,"Protein NPC1 tham gia vận chuyển xuyên màng các phân tử kỵ nước. Trích dẫn: ""facilitates the transbilayer transport of some hydrophobic molecules""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Introduction,case report,in vivo,human, bioprocess_protein,,transporting molecules in the cell,biological_process,NPC2,protein/gene,"Protein NPC2 (phối hợp cùng NPC1) tham gia vận chuyển phân tử trong tế bào. Trích dẫn: ""act in cooperation with the NPC1 in transporting molecules in the cell""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,34455703,Introduction,case report,in vivo,human,protein_protein,,NPC2,protein/gene,NPC1,protein/gene,"Protein NPC2 hoạt động hợp tác với NPC1. Trích dẫn: ""act in cooperation with the NPC1""",done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
