disease_cohort,path_id,anchor_disease_id,anchor_disease_name,anchor_disease_source,path_length,end_node_id,end_node_type,end_node_name,end_node_source,path_node_names,path_node_types,path_relations,novel_edge_count,literature_edge_count
Tay-Sachs,8f4e8734452fc6e9,10100,Tay-Sachs disease,MONDO,2,8952,anatomy,upper lobe of left lung,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > upper lobe of left lung (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,b6ecb9234965038b,10100,Tay-Sachs disease,MONDO,2,9835,anatomy,anterior cingulate cortex,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > anterior cingulate cortex (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,6e4aa030d096d58d,10100,Tay-Sachs disease,MONDO,2,9853,anatomy,body of uterus,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > body of uterus (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,a6c3f545e1e39e78,10100,Tay-Sachs disease,MONDO,2,10533,anatomy,metanephros cortex,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > metanephros cortex (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,513358f49e042dc7,10100,Tay-Sachs disease,MONDO,2,12249,anatomy,ectocervix,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > ectocervix (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,c9500c681cbaa999,10100,Tay-Sachs disease,MONDO,2,14890,anatomy,right hemisphere of cerebellum,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > right hemisphere of cerebellum (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,ea783221ced264a9,10100,Tay-Sachs disease,MONDO,2,16525,anatomy,frontal lobe,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > frontal lobe (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,1f336629ad1a6471,10100,Tay-Sachs disease,MONDO,2,18303,anatomy,adrenal tissue,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > adrenal tissue (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,9cc9f863600662c7,10100,Tay-Sachs disease,MONDO,2,35805,anatomy,muscle layer of sigmoid colon,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > muscle layer of sigmoid colon (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,b8632425f819a3ae,10100,Tay-Sachs disease,MONDO,2,35825,anatomy,left adrenal gland cortex,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > left adrenal gland cortex (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,34eab6e4b0456293,10100,Tay-Sachs disease,MONDO,2,35827,anatomy,right adrenal gland cortex,UBERON,Tay-Sachs disease (disease) > APOE (gene/protein) > right adrenal gland cortex (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Tay-Sachs,d3f397fe609180ee,10100,Tay-Sachs disease,MONDO,2,998,gene/protein,CDC42,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > CDC42 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,c29380c87dfb1b61,10100,Tay-Sachs disease,MONDO,2,2033,gene/protein,EP300,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > EP300 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,9e8507bfc1d50ff6,10100,Tay-Sachs disease,MONDO,2,4313,gene/protein,MMP2,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > MMP2 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,4065c5ddc898dca5,10100,Tay-Sachs disease,MONDO,2,4313,gene/protein,MMP2,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > MMP2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,c137775420919b58,10100,Tay-Sachs disease,MONDO,2,6925,gene/protein,TCF4,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > TCF4 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,cb9c1981e6e530a6,10100,Tay-Sachs disease,MONDO,2,3383,gene/protein,ICAM1,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > ICAM1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,ef32452e2a5ef05e,10100,Tay-Sachs disease,MONDO,2,10,gene/protein,NAT2,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > NAT2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,5e740b275b8a8ec4,10100,Tay-Sachs disease,MONDO,2,999,gene/protein,CDH1,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > CDH1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,5c0429a8d1ae3d8e,10100,Tay-Sachs disease,MONDO,2,1029,gene/protein,CDKN2A,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > CDKN2A (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,f41a136da1ce6fee,10100,Tay-Sachs disease,MONDO,2,3161,gene/protein,HMMR,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > HMMR (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,1079c1e47c276d87,10100,Tay-Sachs disease,MONDO,2,10319,gene/protein,LAMC3,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > LAMC3 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,47f31b7642bc8481,10100,Tay-Sachs disease,MONDO,2,2887,gene/protein,GRB10,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > GRB10 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,7b3595d19e144390,10100,Tay-Sachs disease,MONDO,2,16,gene/protein,AARS1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > AARS1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,8a5dd67c64c91300,10100,Tay-Sachs disease,MONDO,2,2335,gene/protein,FN1,NCBI,Tay-Sachs disease (disease) > ITGB5 (gene/protein) > FN1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,6a5dc9aef300bd71,10100,Tay-Sachs disease,MONDO,2,2617,gene/protein,GARS1,NCBI,Tay-Sachs disease (disease) > motor neuron disorder (disease) > GARS1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,4ee04da02d550f9f,10100,Tay-Sachs disease,MONDO,2,4208,gene/protein,MEF2C,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > MEF2C (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,fa49130fee98d2cd,10100,Tay-Sachs disease,MONDO,2,6647,gene/protein,SOD1,NCBI,Tay-Sachs disease (disease) > motor neuron disorder (disease) > SOD1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,6dc7eafe77b172b8,10100,Tay-Sachs disease,MONDO,2,7412,gene/protein,VCAM1,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > VCAM1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,c39cafaf22b8be4b,10100,Tay-Sachs disease,MONDO,2,10469,gene/protein,TIMM44,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > TIMM44 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,2e9561d944c3f87a,10100,Tay-Sachs disease,MONDO,2,432,gene/protein,ASGR1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > ASGR1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,6742394588b5dafd,10100,Tay-Sachs disease,MONDO,2,19,gene/protein,ABCA1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > ABCA1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,a3f7ab140c065369,10100,Tay-Sachs disease,MONDO,2,335,gene/protein,APOA1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > APOA1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,4819cb09f0184bd4,10100,Tay-Sachs disease,MONDO,2,23365,gene/protein,ARHGEF12,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > ARHGEF12 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,5a3e39cd3049a298,10100,Tay-Sachs disease,MONDO,2,3914,gene/protein,LAMB3,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > LAMB3 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,46d5f85bb6b8fde5,10100,Tay-Sachs disease,MONDO,2,1876,gene/protein,E2F6,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > E2F6 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,97207c5dd5a226fd,10100,Tay-Sachs disease,MONDO,2,4540,gene/protein,MT-ND5,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > MT-ND5 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,cedfb03541fab481,10100,Tay-Sachs disease,MONDO,2,4712,gene/protein,NDUFB6,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > NDUFB6 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,2a363f4cd9d7155b,10100,Tay-Sachs disease,MONDO,2,3151,gene/protein,HMGN2,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > HMGN2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,420e10c3ed6fc844,10100,Tay-Sachs disease,MONDO,2,894,gene/protein,CCND2,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > CCND2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,57d091bf47181752,10100,Tay-Sachs disease,MONDO,2,1856,gene/protein,DVL2,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > DVL2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,1f39dca449d9a2e2,10100,Tay-Sachs disease,MONDO,2,3689,gene/protein,ITGB2,NCBI,Tay-Sachs disease (disease) > ITGB5 (gene/protein) > ITGB2 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,9545e1b622a5fb98,10100,Tay-Sachs disease,MONDO,2,3717,gene/protein,JAK2,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > JAK2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,e1f140519395e1d6,10100,Tay-Sachs disease,MONDO,2,4690,gene/protein,NCK1,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > NCK1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,dcf25a968ec91baa,10100,Tay-Sachs disease,MONDO,2,5310,gene/protein,PKD1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > PKD1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,7de663de36baa31e,10100,Tay-Sachs disease,MONDO,2,5335,gene/protein,PLCG1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > PLCG1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,23402b4b92d28213,10100,Tay-Sachs disease,MONDO,2,5829,gene/protein,PXN,NCBI,Tay-Sachs disease (disease) > ITGB5 (gene/protein) > PXN (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,e6e7575fa9bdde5c,10100,Tay-Sachs disease,MONDO,2,6581,gene/protein,SLC22A3,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > SLC22A3 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,79a9becda9ebdf6c,10100,Tay-Sachs disease,MONDO,2,6597,gene/protein,SMARCA4,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > SMARCA4 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,82b6bfd509b96440,10100,Tay-Sachs disease,MONDO,2,6714,gene/protein,SRC,NCBI,Tay-Sachs disease (disease) > ITGB5 (gene/protein) > SRC (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,f80e1343591eb7f9,10100,Tay-Sachs disease,MONDO,2,7150,gene/protein,TOP1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > TOP1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,e5471f2c59d78b56,10100,Tay-Sachs disease,MONDO,2,7409,gene/protein,VAV1,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > VAV1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,1047cdf3a76b2fbb,10100,Tay-Sachs disease,MONDO,2,8871,gene/protein,SYNJ2,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > SYNJ2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,ab7233ae5da9a0a2,10100,Tay-Sachs disease,MONDO,2,11315,gene/protein,PARK7,NCBI,Tay-Sachs disease (disease) > motor neuron disorder (disease) > PARK7 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,3d689fe3d1647888,10100,Tay-Sachs disease,MONDO,2,57142,gene/protein,RTN4,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > RTN4 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,05edd24e5a367fd5,10100,Tay-Sachs disease,MONDO,2,2242,gene/protein,FES,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > FES (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,7fa4b1cfccdeb7e9,10100,Tay-Sachs disease,MONDO,2,3688,gene/protein,ITGB1,NCBI,Tay-Sachs disease (disease) > ITGB5 (gene/protein) > ITGB1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,94473fdeca3ee63b,10100,Tay-Sachs disease,MONDO,2,3688,gene/protein,ITGB1,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > ITGB1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,221f7b16b37a465e,10100,Tay-Sachs disease,MONDO,2,5175,gene/protein,PECAM1,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > PECAM1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,41d32b26df38f12d,10100,Tay-Sachs disease,MONDO,2,8503,gene/protein,PIK3R3,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > PIK3R3 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,9c73e16acc3a4937,10100,Tay-Sachs disease,MONDO,2,10451,gene/protein,VAV3,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > VAV3 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,d9b7e23ca8e02276,10100,Tay-Sachs disease,MONDO,2,28,gene/protein,ABO,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > ABO (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,f36377128a284c04,10100,Tay-Sachs disease,MONDO,2,3295,gene/protein,HSD17B4,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > HSD17B4 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,b9ec3bdf1e7b1283,10100,Tay-Sachs disease,MONDO,2,4695,gene/protein,NDUFA2,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > NDUFA2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,b012846ee5e7cd18,10100,Tay-Sachs disease,MONDO,2,4701,gene/protein,NDUFA7,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > NDUFA7 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,1ee1aa223ecd11bb,10100,Tay-Sachs disease,MONDO,2,57794,gene/protein,SUGP1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > SUGP1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,34df9f8400d85987,10100,Tay-Sachs disease,MONDO,2,341,gene/protein,APOC1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > APOC1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,6cd25262fe9adc85,10100,Tay-Sachs disease,MONDO,2,3959,gene/protein,LGALS3BP,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > LGALS3BP (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,642a72e2bf102b33,10100,Tay-Sachs disease,MONDO,2,2108,gene/protein,ETFA,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > ETFA (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,61e2729249c56b91,10100,Tay-Sachs disease,MONDO,2,2109,gene/protein,ETFB,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > ETFB (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,91d6fef8476dd624,10100,Tay-Sachs disease,MONDO,2,51079,gene/protein,NDUFA13,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > NDUFA13 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,7e69b88482915428,10100,Tay-Sachs disease,MONDO,2,9463,gene/protein,PICK1,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > PICK1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,899b381fc8534b54,10100,Tay-Sachs disease,MONDO,2,1282,gene/protein,COL4A1,NCBI,Tay-Sachs disease (disease) > CD44 (gene/protein) > COL4A1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,5935e911621289e6,10100,Tay-Sachs disease,MONDO,2,1969,gene/protein,EPHA2,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > EPHA2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,4c9be2e22938a1dd,10100,Tay-Sachs disease,MONDO,2,3643,gene/protein,INSR,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > INSR (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,3bc56d88792e69cb,10100,Tay-Sachs disease,MONDO,2,1488,gene/protein,CTBP2,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > CTBP2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,4a8a66fc78cd672b,10100,Tay-Sachs disease,MONDO,2,5581,gene/protein,PRKCE,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > PRKCE (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,ccb33395eff195b3,10100,Tay-Sachs disease,MONDO,2,7431,gene/protein,VIM,NCBI,Tay-Sachs disease (disease) > motor neuron disorder (disease) > VIM (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,86193e29a4b7e02e,10100,Tay-Sachs disease,MONDO,2,22885,gene/protein,ABLIM3,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > ABLIM3 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,615010787cf0412a,10100,Tay-Sachs disease,MONDO,2,7068,gene/protein,THRB,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > THRB (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,de6343c35b6fdc14,10100,Tay-Sachs disease,MONDO,2,7068,gene/protein,THRB,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > THRB (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,ca7bc0dab6edf987,10100,Tay-Sachs disease,MONDO,2,8725,gene/protein,URI1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > URI1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,b9200b7203a87204,10100,Tay-Sachs disease,MONDO,2,78992,gene/protein,YIPF2,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > YIPF2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,3e14f2e802a570dc,10100,Tay-Sachs disease,MONDO,2,71,gene/protein,ACTG1,NCBI,Tay-Sachs disease (disease) > ITGB5 (gene/protein) > ACTG1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,03368129dcdeeb8a,10100,Tay-Sachs disease,MONDO,2,71,gene/protein,ACTG1,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > ACTG1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,b1e0339f501502e5,10100,Tay-Sachs disease,MONDO,2,1636,gene/protein,ACE,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > ACE (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,155d23466400a1e0,10100,Tay-Sachs disease,MONDO,2,5245,gene/protein,PHB1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > PHB1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,07beacf5e5cb084f,10100,Tay-Sachs disease,MONDO,2,5340,gene/protein,PLG,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > PLG (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,2e2aef28571782c5,10100,Tay-Sachs disease,MONDO,2,6927,gene/protein,HNF1A,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > HNF1A (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,30cc9ff47fd2d7eb,10100,Tay-Sachs disease,MONDO,2,7253,gene/protein,TSHR,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > TSHR (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,d587872d94c4a51d,10100,Tay-Sachs disease,MONDO,2,8607,gene/protein,RUVBL1,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > RUVBL1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,780a5a68c07b855d,10100,Tay-Sachs disease,MONDO,2,7414,gene/protein,VCL,NCBI,Tay-Sachs disease (disease) > ITGB5 (gene/protein) > VCL (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Tay-Sachs,8650965b218979a9,10100,Tay-Sachs disease,MONDO,2,60312,gene/protein,AFAP1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > AFAP1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,0807742b94767fb9,10100,Tay-Sachs disease,MONDO,2,2237,gene/protein,FEN1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > FEN1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,16f172add7ed291a,10100,Tay-Sachs disease,MONDO,2,1605,gene/protein,DAG1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > DAG1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,572059a5ed78fa27,10100,Tay-Sachs disease,MONDO,2,4214,gene/protein,MAP3K1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > MAP3K1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,88a32a5a108df7e9,10100,Tay-Sachs disease,MONDO,2,4214,gene/protein,MAP3K1,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > MAP3K1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,41c8f2ed8a5f571c,10100,Tay-Sachs disease,MONDO,2,5682,gene/protein,PSMA1,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > PSMA1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,256f2e61847933f4,10100,Tay-Sachs disease,MONDO,2,1742,gene/protein,DLG4,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > DLG4 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,7682dbe3e41e6412,10100,Tay-Sachs disease,MONDO,2,23139,gene/protein,MAST2,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > MAST2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,ee96cdd3d9e75a70,10100,Tay-Sachs disease,MONDO,2,29781,gene/protein,NCAPH2,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > NCAPH2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,e2f6760189ec679a,10100,Tay-Sachs disease,MONDO,2,4706,gene/protein,NDUFAB1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > NDUFAB1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,397da21aff3b000e,10100,Tay-Sachs disease,MONDO,2,5096,gene/protein,PCCB,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > PCCB (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,10778557d0f763a2,10100,Tay-Sachs disease,MONDO,2,5096,gene/protein,PCCB,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > PCCB (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,e8e216c37cbd4a82,10100,Tay-Sachs disease,MONDO,2,8618,gene/protein,CADPS,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > CADPS (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,81be6a3168d18a1c,10100,Tay-Sachs disease,MONDO,2,659,gene/protein,BMPR2,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > BMPR2 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,16789e6ffa9b2a6e,10100,Tay-Sachs disease,MONDO,2,4092,gene/protein,SMAD7,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > SMAD7 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,a7f2c95583af029e,10100,Tay-Sachs disease,MONDO,2,51400,gene/protein,PPME1,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > PPME1 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,f6be67aa75eb58d9,10100,Tay-Sachs disease,MONDO,2,4774,gene/protein,NFIA,NCBI,Tay-Sachs disease (disease) > hearing loss disorder (disease) > NFIA (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
Tay-Sachs,67c1b98965b55511,10100,Tay-Sachs disease,MONDO,2,2119,gene/protein,ETV5,NCBI,Tay-Sachs disease (disease) > metabolic disease (disease) > ETV5 (gene/protein),disease > disease > gene/protein,parent-child > associated with,2,1
