,entity_name,original_entity_types,PMID,relation,entity_side
1114,mo56-hydroxycholesterol,GRAS/Excipient/prodrug,39207850,exposure_protein,1
1119,motor decline,phenotype,40306479,disease_phenotype_positive,2
1125,movement dyscoordination,phenotype,36064725,disease_phenotype_positive,2
1131,multiple lipid species accumulate,phenotype,34418116,phenotype_protein,1
1132,multiple sphingolipids,phenotype,40869913,disease_phenotype_positive,2
1134,mycobacterial cell wall lipids,exposure,36085278,exposure_protein,1
1135,myelin debris,molecular_function,34851695,molfunc_protein,1
1152,nanostructural disease,disease,34580197,disease_disease,1
1153,nanostructural ion channel clustering disease,disease,37507375,disease_disease,2
1166,neurite extension failure,phenotype,40436106,disease_phenotype_positive,2
1168,neuro lament light,protein/gene,34150357,disease_protein,2
1169,neuro-psychiatric symptoms,phenotype,34993563,disease_phenotype_positive,2
1170,neuro-visceral disease,disease,34993563,disease_disease,1
1171,neuro-visceral lipid storage disease,disease,35455589,disease_disease,2
1172,neurodegenerative cholesterol,disease,38719150,disease_disease,2
1176,neurodegenerative form,phenotype,34526163,disease_phenotype_positive,2
1177,neurodegenerative lysosomal disease,disease,35696615,disease_disease,1
1178,neurodegenerative lysosomal lipid storage disorder,phenotype,34744838,disease_phenotype_positive,2
1179,neurodegenerative lysosomal storage disease,disease,35961091,disease_disease,2
1180,neurodegenerative lysosomal storage disorder,disease | phenotype,34085599|40306479,disease_disease|disease_phenotype_positive,1|2
1182,neurodevelopmental dynamics,phenotype,36322609,disease_phenotype_positive,2
1183,neurofibrillary tangle pathology,pathology,39502943,disease_phenotype_positive,2
1185,neurogenetic disease,disease,39706535,disease_disease,1
1190,neurological characteristics,phenotype,38852794,drug_effect,2
1202,neurological manifestation prevention,phenotype,38804481,drug_effect,2
1204,neurological non-enzymatic disorders,disease,35833379,disease_disease,2
1212,neuronal cholesterol turnover,biological_process,40701909,drug_bioprocess,2
1217,neuronal injury,phenotype,38581830,phenotype_protein,2
1220,neuronal network formation,biological_process,34377675,bioprocess_disease,1
1224,neuroprotective factor production,biological_process,40737317,bioprocess_protein,2
1225,neuropsychiatric issues,phenotype,39789920,disease_phenotype_positive,2
1226,neuropsychiatric manifestations,phenotype,39607035,disease_phenotype_positive,2
1227,neuropsychiatric signs,phenotype,38087834,disease_phenotype_positive,2
1229,neurotoxic elevations,phenotype,37507375,pathology_phenotype,2
1233,neurovisceral lipid storage disease,disease,34944681,disease_disease,1
1234,neurovisceral lipid storage disorder,phenotype,34061502,disease_phenotype_positive,2
1235,neurovisceral lysosomal lipid storage disorder,disease,36199263,disease_disease,2
1236,neurovisceral manifestations,phenotype,35164809,disease_phenotype_positive,2
1237,neurovisceral symptoms,phenotype,34364974|36325261|40565243,disease_phenotype_positive,2
1281,nigrostriatal circuit,anatomy,40737317,anatomy_disease,1
1283,nitrobenzoxadiazole-phospholipids,lipid,39455279,lipid_protein,1
1284,no significant improvement in lifespan,phenotype,40877976,drug_effect,2
1286,non-lysosomal b-glucosylceramidase,protein/gene,39246358,protein_protein,2
1287,non-selective chloride channel blockers,drug,38645072,drug_effect,1
1288,nonspecific periventricular hypersignal intensity,phenotype,35016719,disease_phenotype_positive,2
1289,normalized ganglioside,phenotype,39891227,drug_effect,2
1290,normalized intracellular cholesterol trafficking,cellular_component,37620691,drug_effect,2
1291,normalized the level of pro-inflammatory cytokines,phenotype,35487270,drug_effect,2
1325,ocular-motor dysfunction,phenotype,34096670,disease_phenotype_positive,2
1326,oculomotor dysfunction,phenotype,34086834,bioprocess_protein|disease_phenotype_positive,2
1327,older age at the neurological symptom onset,phenotype,34993563,phenotype_phenotype,2
1328,oligodendrocyte lineage maturation,biological_process,37407594,bioprocess_phenotype,1
1329,oligodendrocyte progenitor differentiation,biological_process,34502342,bioprocess_protein|drug_bioprocess|drug_effect,1|2
1331,oncosterone,phenotype,37683773,phenotype_protein,1
1332,oncosterone production,phenotype,37683773,chemical_effect,2
1333,organ biodistribution,biological_process,38852794,drug_bioprocess,2
1339,oxidative stress-mediated cell death,phenotype,34175669,phenotype_protein,2
1360,pac-modified cholesterol,lipid,39455279,lipid_protein,1
1361,pac-sphingosine,lipid,39455279,lipid_protein,1
1370,pathological accumulation of cholesterol,phenotype,36861884,disease_phenotype_positive,2
1371,pathological changes in kidneys,phenotype,38087834,phenotype_protein,1
1372,pathways of liver damage,pathway,34440927,pathway_protein,1
1373,patien-dependent manner,phenotype,40565243,drug_effect,2
1381,peripheral organ dysfunction,phenotype,40215728,disease_phenotype_positive,2
1384,peroxisome proliferator-activated receptor-γ,protein/gene,34502342,bioprocess_protein|drug_protein|phenotype_protein,2
1386,phagocytic stress,phenotype,34851695,anatomy_disease,2
1388,phenotypic scoring metrics,phenotype,35563467,phenotype_protein,2
1396,photo-activatable and clickable-phospholipids,lipid,39455279,lipid_protein,1
1398,physiological bis(monoacylglycero)phosphate hydrolase,molecular_function,38895439,molfunc_protein,2
1399,plasma phosphorylated-tau217,protein/gene,39502943,disease_protein|phenotype_protein,1|2
1403,poly-β-cyclodextrin,drug,34748340,drug_effect|indication,1
1404,poly-β-cyclodextrin-benzimidazole supramolecular nanoassembly,drug,34748340,drug_effect,1
1409,post-lysosomal/late endosomal transport,biological_process,36199263,bioprocess_protein,1
1410,posterior cerebellar regions,anatomy,40243519,anatomy_disease,1
1411,postsynaptic glutamate receptor signaling,biological_process,34802899,drug_bioprocess,2
1415,premature degradation,phenotype,40215728,phenotype_protein,2
1418,preservation of executive control,phenotype,40701909,drug_effect,2
1419,preservation of learning,phenotype,40701909,drug_effect,2
1422,preserves cellular function,phenotype,34418116,drug_effect,2
1425,prevents cell death,phenotype,34418116,drug_effect,2
1427,primary endothelial cells,anatomy,39183751,anatomy_protein_present,1
1429,primary rat brain endothelial cells,anatomy,36431844,drug_effect,2
1430,pro-inflammatory environment,phenotype,39202426,disease_phenotype_positive,2
1431,prodrug form of 2-hydroxypropyl-beta-cyclodextrin,drug,36584173,drug_drug,2
1432,production of heat shock response,phenotype,34418116,drug_effect,2
1437,progressive lysosomal storage disorder,disease,35007562,disease_disease,1
1438,progressive major organ failure,phenotype,37670901,disease_phenotype_positive,2
1443,progressive neurological degeneration,disease,37602789,disease_phenotype_positive,1
1446,progressive neurological impairment,phenotype,40009086,disease_phenotype_positive,2
1447,progressive neurovisceral manifestations,phenotype,34150357,disease_phenotype_positive,2
1449,projection of cholesterol-containing membrane tubules,biological_process,36861884,bioprocess_protein,1
1450,prolong survival,phenotype,40436106,drug_effect,2
1453,pronouced neurological manifestations,phenotype,35081253,disease_phenotype_positive,2
1458,protein trafficking defects,phenotype,39207850,phenotype_protein,2
1459,proteostasis modulators,drug,36301667,drug_protein,1
1460,proteostatic regulators,drug,36301667,indication,2
1461,prothoracic gland,anatomy,35245460,anatomy_protein_present,1
1464,psychiatric alterations,phenotype,39443481,disease_phenotype_positive,2
1465,psychiatric anomalies,phenotype,39443481,indication,2
1489,rapid progression of neurologic disease,phenotype,34455703,disease_phenotype_positive,2
1490,rare lysosomal neurovisceral storage disease,disease,35086560,disease_disease,2
1491,rare lysosomal storage disorder,disease,34830064,disease_disease,1
1492,rare neurovisceral lipid storage disease,disease,34720883,disease_disease,1
1493,re-accumulation of cholesterol,phenotype,37429811,disease_phenotype_positive,2
1494,reactive microglia,phenotype,39173891,phenotype_protein,1
1496,recessive disorder of cholesterol trafficking,phenotype,37612148,disease_phenotype_positive,2
1497,recessive lysosomal storage disease,phenotype,37670901,disease_phenotype_positive,2
1498,recused mitochondrial deficits,phenotype,35408815,disease_phenotype_positive,2
1499,reduce cell apoptosis,phenotype,40877976,drug_effect,2
1500,reduce gastrointestinal symptoms,phenotype,35694196,drug_effect,2
1501,reduce intestinal inflammation,phenotype,35694196,drug_effect,2
1506,reduced asparagine-linked glycosylation,phenotype,35563467,phenotype_phenotype,1
1507,reduced ataxia,phenotype,34387740,drug_effect,2
1511,reduced cancer growth,phenotype,41013744,phenotype_protein,2
1512,reduced cholesterol accumulation,phenotype,34407999|35408815|40427492|40565243,disease_phenotype_positive|drug_effect|phenotype_protein,2
1513,reduced cytokine production,phenotype,38645072,drug_effect,2
1514,reduced de novo sphingolipid biosynthesis,phenotype,38719150,drug_bioprocess,2
1516,reduced fifilipin flfluorescence,phenotype,40504793,drug_effect,2
1517,reduced foamy cells,phenotype,34944681,drug_effect,2
1518,reduced glycosphingolipid levels,phenotype,35140266,drug_effect,2
1520,reduced lifespan,phenotype,35563467,phenotype_phenotype,2
1522,reduced lysosomal cholesterol accumulation,phenotype,40663813,drug_effect,2
1523,reduced lysosomal transport,phenotype,35159316,phenotype_phenotype,1
1524,reduced mitochondrial transport,phenotype,35159316,disease_disease,2
1525,reduced neocortical inflammation,phenotype,39891227,drug_effect,2
1527,reduced peripheral inflammation,phenotype,34944681,drug_effect,2
1529,reduced sphingolipid accumulation,phenotype,38719150,exposure_phenotype,2
1530,reduced thalamic volumes,phenotype,39689839,disease_phenotype_positive,2
1533,reduces intracellular cholesterol accumulation,phenotype,35408815,anatomy_disease,2
1534,reduction in complex asparagine-linked glycosylation,phenotype,35563467,phenotype_phenotype,1
1536,reduction in lysosomal calcium,phenotype,36085278,disease_phenotype_positive,2
1540,regulated lysosomal function,biological_process,40565243,bioprocess_protein|drug_bioprocess,2
1542,relatively intact smooth pursuit eye movements,phenotype,38868844,disease_phenotype_positive,2
1543,release of lipid-laden lamellar inclusions,biological_process,34364974,drug_bioprocess,2
1544,remove cholesterol,phenotype,36584173,drug_effect,2
1545,remove lysosomal cholesterol crystals,phenotype,34748340,drug_effect,2
1546,remove lysosomes cholesterol crystal,phenotype,34748340,drug_effect,2
1547,renal lamellar bodies,phenotype,36325261,disease_phenotype_positive,2
1548,renal volume and weight,phenotype,38087834,phenotype_protein,1
1550,replenishment of mitochondrial glutathione levels,phenotype,38599016,drug_effect,2
1552,rescued all phenotypic changes,biological_process,40301465,drug_bioprocess,2
1555,rescues cholesterol accumulation,phenotype,37440478,phenotype_protein,1
1556,rescues epigenetic marks,phenotype,37407594,drug_protein,2
1557,rescues mitochondrial membrane potential depolarization;,phenotype,35408815,disease_phenotype_positive,2
1558,rescues myelination,phenotype,37407594,drug_effect,2
1559,rescues oligodendrocyte gene expression.,phenotype,37407594,drug_protein,2
1560,rescues sphingolipid accumulation.,phenotype,37440478,phenotype_protein,1
1562,resolve the catatonia,phenotype,39607035,drug_effect,2
1565,restore lipid homeostasis,biological_process,34364974,drug_bioprocess,2
1566,restored autophagic flux,phenotype,38821960,drug_effect,2
1567,restored cell viability,phenotype,38821960,drug_effect,2
1568,restored lipid profile,lipid,39891227,drug_protein,2
1570,restored localization of golgin 97,phenotype,35507892,phenotype_protein,2
1571,restored localization of syntaxin 6,phenotype,35507892,phenotype_protein,2
1572,restored mitochondria length,phenotype,38033125,exposure_phenotype,2
1579,retromer dysfunction,phenotype,34948052,phenotype_phenotype|phenotype_protein,1|2
1580,retromer impairment,phenotype,34948052,disease_phenotype_positive|phenotype_phenotype,2
1581,robust phagocytic activity,phenotype,36322609,phenotype_protein,2
1597,severe acute liver failure,pathology,37429811,pathology_phenotype,1
1598,severe biochemical phenotype,phenotype,34572251,phenotype_protein,1
1601,shorter adhesio interthalamica length,phenotype,37612148,disease_phenotype_positive,2
1602,shorter lifespan,phenotype,35563467,disease_phenotype_positive|phenotype_protein,2
1603,shortfalls in fine odor discrimination,phenotype,36322609,phenotype_protein,2
1609,significantly reduced mortality risk,phenotype,35140266,drug_effect,2
1612,slow down the rate of weight loss,phenotype,40877976,drug_effect,2
1613,slow neurological damage,biological_process,36608914,drug_bioprocess,2
1614,slowed peak velocity,phenotype,34086834,disease_phenotype_positive,2
1615,slower onset of cerebral cortical pathology,phenotype,38254990,phenotype_phenotype,2
1619,smaller gray matter volumes,phenotype,34146215,disease_phenotype_positive,2
1620,smaller whole hippocampi volumes,disease,34146215,disease_phenotype_positive,2
1626,soluble epoxide hydrolase pathways,pathway,40306479,pathway_molfunc,1
1631,sphingolipid dyshomeostasis,phenotype,36322609,phenotype_protein,2
1637,sphingomyelin accumulation,phenotype,38087834,phenotype_protein,1
1642,spleen biospies,anatomy,35038048,anatomy_protein_present,1
1645,splenic monocytes,anatomy,35007562,anatomy_protein_present,1
1646,splenic neutrophils,anatomy,35007562,anatomy_protein_present,1
1650,stabilized chorea,phenotype,40221338,drug_effect,2
1651,stabilized coginitive decline,phenotype,40221338,drug_effect,2
1652,stabilized neurological phenotypes,phenotype,35140266,drug_effect,2
1653,stabilized psychiatric features,phenotype,40221338,drug_effect,2
1658,sterol absorption,biological_process,37602789,bioprocess_protein,1
1659,stimulator of interferon genesassociated diseases,disease,38645072,indication,2
1660,stimulus-sensitive myoclonus,phenotype,36187872,disease_phenotype_positive,2
1664,striatal astrocytes,anatomy,40737317,anatomy_protein_present,2
1665,suboptimal cholesterol transport,phenotype,40436106,disease_phenotype_positive,2
1666,substantial fibrosis,phenotype,37429811,disease_phenotype_positive,2
1673,sustained reduction in disease progression,phenotype,40663813,drug_effect,2
1677,symtomatic therapy,exposure,36243834,exposure_disease,1
1678,synaptic boutons size increase,phenotype,39340823,drug_effect,2
1679,synaptic disturbance,phenotype,36608914,pathology_phenotype,2
1680,synchronicity disruptions,phenotype,39340823,disease_phenotype_positive,2
1681,synthesis of esterified cholesterol,biological_process,36182715,drug_bioprocess,2
1685,systemic insulin signaling,biological_process,35245460,bioprocess_protein,2
1686,systemic iron abnormalities,phenotype,37348967,disease_phenotype_positive,2
1687,systemic organ lesions,phenotype,38087834,phenotype_protein,1
1695,tau dysregulation,phenotype,39202426,phenotype_protein,2
1709,third transmembrane domain,anatomy,40026274,pathology_anatomy_present,1|2
1711,total diacylglycerols,phenotype,34810067,disease_phenotype_positive,2
1712,total retinal thinning in the fovea,phenotype,34086834,disease_phenotype_positive,2
1714,transbilayer transport of some hydrophobic molecules,biological_process,34455703,bioprocess_protein,1
1722,transport of unesterified cholesterol,biological_process,35452076,bioprocess_protein,1
1724,transporting molecules in the cell,biological_process,34455703,bioprocess_protein,1
1728,trihydroxycholanic acid glycinate,protein/gene,36009508,disease_protein,2
1736,underlying molecular pathophysiology,pathology,38131230,pathology_phenotype,1
1740,unesterified sphingolipids.,phenotype,37539272,phenotype_protein,2
1742,unusual urinary metabolite profiles,phenotype,35961091,disease_phenotype_positive,2
1743,unwarranted anger,phenotype,35696615,drug_effect,2
1747,urinary branched-chain amino acids,phenotype,35961091,disease_phenotype_positive,2
1749,urinary valine,phenotype,35961091,disease_phenotype_positive,2
1757,vertical supranuclear saccade palsy,phenotype,34096670,disease_phenotype_positive,2
1760,visceral enlargement,phenotype,34303826,disease_phenotype_positive,2
1762,visceral manifestations,phenotype,36325261,disease_phenotype_positive,2
1763,visceral organ damage,phenotype,34061502,disease_phenotype_positive,2
1771,weakened muscular contraction,phenotype,36064725,disease_phenotype_positive,2
1772,widespread neurodegeneration,phenotype,39202426,phenotype_protein,2
1780,β-amyloid peptide,phenotype,40869913,disease_protein,2
